geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0001764	neuron migration	http://amigo.geneontology.org/amigo/term/GO:0001764	142	16	6.422209852490955	2.4913542795232937	6.89679339794802e-4	0.03994284402830462	1281;1630;2316;4131;4628;4897;4916;5080;7026;9289;23314;23654;23768;54541;57556;92737	ENSG00000092421;ENSG00000185070;ENSG00000119042;ENSG00000196924;ENSG00000205336;ENSG00000196576;ENSG00000185551;ENSG00000007372;ENSG00000140538;ENSG00000133026;ENSG00000091129;ENSG00000187323;ENSG00000168209;ENSG00000187957;ENSG00000168542;ENSG00000131711
GO:0060346	bone trabecula formation	http://amigo.geneontology.org/amigo/term/GO:0060346	10	4	0.452268299471194	8.844307692307693	6.996544532757998e-4	0.04014185690336575	1277;4313;6422;7059	ENSG00000104332;ENSG00000169231;ENSG00000087245;ENSG00000108821
GO:0060343	trabecula formation	http://amigo.geneontology.org/amigo/term/GO:0060343	25	6	1.130670748677985	5.306584615384615	7.080879109611082e-4	0.040249552642502254	1277;2274;4313;6422;7059;30061	ENSG00000104332;ENSG00000169231;ENSG00000087245;ENSG00000115641;ENSG00000138449;ENSG00000108821
GO:0051259	protein complex oligomerization	http://amigo.geneontology.org/amigo/term/GO:0051259	486	38	21.98023935430003	1.7288255777144665	7.281398824479091e-4	0.04100963980135517	220;308;637;666;847;857;858;1277;1292;1495;1666;2633;3028;3615;3987;4869;5066;5213;5311;6223;6263;6472;6857;7227;8739;9380;10399;10656;11117;22871;23208;30968;51062;51100;55006;56922;79187;81035	ENSG00000104447;ENSG00000105255;ENSG00000184254;ENSG00000145730;ENSG00000158270;ENSG00000015475;ENSG00000105971;ENSG00000135116;ENSG00000169760;ENSG00000142173;ENSG00000131773;ENSG00000121691;ENSG00000181163;ENSG00000078070;ENSG00000132718;ENSG00000164111;ENSG00000169756;ENSG00000138080;ENSG00000137106;ENSG00000097033;ENSG00000044115;ENSG00000117228;ENSG00000165283;ENSG00000105372;ENSG00000105974;ENSG00000171103;ENSG00000072506;ENSG00000104325;ENSG00000178035;ENSG00000182199;ENSG00000176720;ENSG00000198838;ENSG00000067715;ENSG00000204628;ENSG00000118762;ENSG00000152556;ENSG00000108821;ENSG00000198513
GO:0007416	synapse assembly	http://amigo.geneontology.org/amigo/term/GO:0007416	157	17	7.100612301697746	2.394159725624694	7.511181900921038e-4	0.04191922335432205	351;2596;4897;4916;5457;6092;6259;7058;7474;22871;23129;23767;23768;26050;57502;84628;92737	ENSG00000185070;ENSG00000114251;ENSG00000172020;ENSG00000185008;ENSG00000004399;ENSG00000169760;ENSG00000146938;ENSG00000163785;ENSG00000140538;ENSG00000142192;ENSG00000196358;ENSG00000091129;ENSG00000152192;ENSG00000165300;ENSG00000187957;ENSG00000125848;ENSG00000186340
GO:0071826	ribonucleoprotein complex subunit organization	http://amigo.geneontology.org/amigo/term/GO:0071826	215	21	9.723768438630671	2.1596565295169947	7.588036820578292e-4	0.04196662886624336	1968;3646;4528;4869;6125;6135;6223;6628;6633;6634;8664;8666;8667;8668;10946;11168;27335;29997;65003;83939;219402	ENSG00000174547;ENSG00000125743;ENSG00000142676;ENSG00000105373;ENSG00000181163;ENSG00000164985;ENSG00000100353;ENSG00000178982;ENSG00000105372;ENSG00000183431;ENSG00000130811;ENSG00000144895;ENSG00000130741;ENSG00000104408;ENSG00000147677;ENSG00000085760;ENSG00000084623;ENSG00000122033;ENSG00000122406;ENSG00000100028;ENSG00000125835
GO:0060560	developmental growth involved in morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060560	216	21	9.76899526857779	2.14965811965812	8.05840599630625e-4	0.044170137867253635	351;1630;1808;2664;3913;4131;4897;4916;6259;6422;6456;6662;6857;7474;8408;8904;23191;23767;53335;55558;57556	ENSG00000092421;ENSG00000104332;ENSG00000114251;ENSG00000273749;ENSG00000125398;ENSG00000172037;ENSG00000130827;ENSG00000119866;ENSG00000163785;ENSG00000214078;ENSG00000140538;ENSG00000142192;ENSG00000203879;ENSG00000092964;ENSG00000107295;ENSG00000177169;ENSG00000091129;ENSG00000067715;ENSG00000187323;ENSG00000131711;ENSG00000125848
GO:0044843	cell cycle G1/S phase transition	http://amigo.geneontology.org/amigo/term/GO:0044843	232	22	10.492624547731701	2.096710875331565	8.538894737165625e-4	0.04638962370925644	328;493;586;595;637;1019;1031;2735;4171;4174;4176;5311;5720;5932;6194;7029;7325;10769;11331;23026;58190;58480	ENSG00000111087;ENSG00000114126;ENSG00000144579;ENSG00000015475;ENSG00000060982;ENSG00000073111;ENSG00000135446;ENSG00000137154;ENSG00000116574;ENSG00000041515;ENSG00000101773;ENSG00000058668;ENSG00000215021;ENSG00000092010;ENSG00000182247;ENSG00000110092;ENSG00000100297;ENSG00000100823;ENSG00000118762;ENSG00000166508;ENSG00000123080;ENSG00000145632
GO:0048588	developmental cell growth	http://amigo.geneontology.org/amigo/term/GO:0048588	203	20	9.181046479265238	2.178400909435392	9.014197840468974e-4	0.048512756733028725	351;1630;1808;2664;3913;4131;4897;4916;6259;6456;6662;6857;7474;8408;8904;23191;23767;53335;55558;57556	ENSG00000092421;ENSG00000114251;ENSG00000273749;ENSG00000125398;ENSG00000172037;ENSG00000130827;ENSG00000119866;ENSG00000163785;ENSG00000214078;ENSG00000140538;ENSG00000142192;ENSG00000203879;ENSG00000092964;ENSG00000107295;ENSG00000177169;ENSG00000091129;ENSG00000067715;ENSG00000187323;ENSG00000131711;ENSG00000125848
GO:0048145	regulation of fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048145	80	11	3.618146395769552	3.040230769230769	9.087745600746544e-4	0.048512756733028725	1019;4724;5156;5159;6277;6422;7474;8877;23515;26471;56034	ENSG00000104332;ENSG00000114251;ENSG00000176170;ENSG00000134853;ENSG00000176046;ENSG00000135446;ENSG00000113721;ENSG00000159256;ENSG00000197956;ENSG00000164258;ENSG00000145431
